original_title,plot,runtimes,countries,country_codes,language_codes,color_info,aspect_ratio,sound_mix,certificates,original_air_date,rating,votes,cover_url,imdbID,languages,title,year,kind
Spice World (1997),"World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.::Daniel Jos. Leary; Climb aboard the double decker Spice Bus and get ready for a madcap musical adventure with the sexy phenomenons of pop - the Spice Girls. An encounter with extra-terrestrials, a night in a haunted castle, and a moment of truth in a maternity ward are just a few of the escapades the endeavored upon as the Girls gear up for their first live concert at London's Royal Albert Hall.::Anonymous; The Spice Girls have become superstars and a global phenomenon. As they prepare for what may be their most prestigious concert to date at Royal Albert Hall in London, everyone in the world wants their two pounds of flesh from the girls at their expense. Their manager Clifford and his behind the scenes boss ""The Chief"" want to control all aspects of the girls' lives with the sole goal of getting them to the concert in the best shape possible. A documentary film crew wants 24/7 access amidst the girls' busy schedule. A Hollywood pitch team wants them to star in a movie, they pitching one outlandish idea after another. The London tabloids want to print whatever salacious story they can get their hands on, even if it ruins the girls' careers. And even some out of this world visitors want what all their adoring fans want. Through it all, the girls, who want to have some fun along the way, evaluate their lives and wonder if they've lost sight of what is really important in life, those priorities, like being with their pregnant best friend Nicola, which may be incompatible with being pop superstars.::Huggo",93,United Kingdom,gb,en,Color,1.85 : 1,Dolby Digital; SDDS,Argentina:Atp; Australia:PG; Australia:G::(TV rating); Brazil:Livre; Canada:PG::(Alberta/British Columbia/Manitoba/Nova Scotia/Ontario); Canada:G::(Quebec); Finland:S; France:Tous publics; Germany:0; Iceland:L; Iceland:LH::(video rating); Italy:T; Japan:G; Malaysia:U; Mexico:A; Netherlands:AL; Norway:7; Peru:Apt; Portugal:M/6; Singapore:PG; South Korea:12; Spain:T; Sweden:Btl; United Kingdom:PG; United States:TV-PG; United States:PG,23 Jan 1998 (USA),3.5,33320,"https://m.media-amazon.com/images/M/MV5BY2FiZjA1ODQtOWNjMC00ZmM4LThiNjktZmQ3YjBhMGQ2NzI2XkEyXkFqcGdeQXVyODU4NTYwMDA@._V1_SX101_CR0,0,101,150_.jpg",0120185,English,Spice World,1997,movie
Star Trek IV: The Voyage Home (1986),"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.::Kenneth Chisholm; The most acclaimed Star Trek adventure of all time with an important message. It is the 23rd century, and a mysterious alien probe is threatening Earth by evaporating the oceans and destroying the atmosphere. In their frantic attempt to save mankind, Admiral Kirk and his crew must time travel back to 1986 San Francisco where they find a world of punk, pizza and exact-change buses that are as alien to them as anything they have ever encountered in the far-off reaches of the galaxy. William Shatner and Leonard Nimoy return as Kirk and Spock, along with the entire Star Trek crew.::Robert Lynch <docrlynch@yahoo.com>; It is the 23rd century, and a space probe appears over Earth, emanating strange sounds towards the planet, and apparently waiting for something. As time goes on, the probe starts to cause major storms on Earth and threaten its destruction. Admiral James T. Kirk and crew are called upon once again to save mankind. They discover the strange sounds are actually the songs of the humpback whale - which has been hunted to extinction. They have only one choice - to attempt to time travel back into the 20th century, locate two whales, and bring them back to 23rd century Earth to respond to the probe.::Colin Tinto <cst@imdb.com>",119,United States,us,en; fi,Color::(Technicolor),2.20 : 1 (70mm prints),70 mm 6-Track::(70 mm prints); Dolby Stereo::(35 mm prints),Argentina:Atp; Australia:PG; Brazil:Livre; Canada:G::(Canadian Home Video rating); Canada:PG::(Ontario); Canada:G::(Régie du Cinéma Québec); Czech Republic:U; Finland:K-12/9; France:Tous publics; Germany:12; Hong Kong:I; Iceland:L; India:U; Israel:PG; Italy:T; Japan:G; Malaysia:U; Netherlands:AL; Norway:11; Norway:10; Peru:Apt; Philippines:G; Portugal:M/12; Singapore:PG; South Africa:A; South Korea:12; Spain:A; Sweden:11; United Kingdom:PG; United States:PG; West Germany:12,26 Nov 1986 (USA),7.3,79440,"https://m.media-amazon.com/images/M/MV5BYWM4MWEwNWYtZjNhYS00ZWVhLWE2ZjAtMDAyMGRkMDk2NDBlXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SY150_CR5,0,101,150_.jpg",0092007,English; Finnish,Star Trek IV: The Voyage Home,1986,movie
I Know Who Killed Me (2007),"A young woman who was missing reappears, but she claims to be someone else entirely.::David Rush; Aubrey Fleming is a regular high school student with friends and family. One night, she unexpectedly disappears. Two weeks later she is found unconscious in the middle of the woods. When spoken to, her loved ones realize she has forgotten her identity and the personality living in her body is Dakota Moss, a character that Aubrey created in one of her stories for an English assignment. Dakota denies ever being Aubrey knowing that they look identical. Now, Dakota must try to unravel the mystery of how her and Aubrey co-exist and find out who abducted Aubrey that night.::Organic_6; An idyllic small town is rocked when Aubrey Fleming, a bright and promising young woman, is abducted and tortured by a sadistic serial killer. When she manages to escape, the traumatized girl who regains consciousness in the hospital insists that she is not who they think she is and that the real Aubrey Fleming is still in mortal danger.::David Alves; In New Salem, the upper-class high-school student and aspiring writer Aubrey Fleming has just quit the piano classes to dedicate to write. When the mutilated body of her missing schoolmate Jennifer Toland is found, the locals grieve the student while the police chase the killer. After a football game, Aubrey is kidnapped and then she is mutilated by the serial-killer. A couple of weeks later, Aubrey is found unconscious in a lonely road and brought to the hospital with severed hand and foot in the same modus-operandi Jennifer was mutilated. When she awakes, she tells that she is the stripper Dakota Moss and her junky mother had an overdose and died. When the FBI finds that Dakota is one character of Aubrey's stories, they conclude the girl needs psychiatric treatment and protection. But Dakota insists she is not Aubrey.::Claudio Carvalho, Rio de Janeiro, Brazil",106,United States,us,en,Color,2.35 : 1,SDDS; Dolby Digital; DTS,"Argentina:16; Australia:MA15+; Brazil:16; Canada:18A::(Alberta/British Columbia/Manitoba/Ontario/Saskatchewan); Canada:13+::(Québec); Finland:K-15; Germany:18; India:A; Ireland:18; Italy:VM14; Malaysia:(Banned); Netherlands:16; New Zealand:R16; Philippines:R-13; Portugal:M/16; Singapore:M18; Singapore:NC-16; South Africa:16::(L, S, V); Spain:18; United Kingdom:18; United States:R",27 Jul 2007 (USA),3.6,26013,"https://m.media-amazon.com/images/M/MV5BMTQzZDA4MzMtNWIwOS00YzgxLWEyZjItZTNjYzM3NzBjNTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",0897361,English,I Know Who Killed Me,2007,movie
Jungle 2 Jungle (1997),"A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.; Michael Cromwell is a successful albeit self-absorbed commodities broker who wants to marry his new girlfriend, but to do that he has to divorce his ex-wife who has spent several years living among South American Indians. When he travels there to obtain the divorce papers, he discovers he has a teenage son, who accompanies him back to America to learn the ways of the urban jungle.::Tom Daly; A New York commodities broker who was married several years ago has been separated from his wife. Now he wants to marry his new girlfriend, so he has to divorce her first. So he goes to Venezuela, and is brought deep into the jungle and told that when they separated she was pregnant and chose not to tell him since he stated he was not really interested in becoming a father. Today, the boy has reached the age where he has to go on a quest, in New York, so his father reluctantly brings him along, and a culture clash follows. The boy has spent all of his life with the tribe he grew up with, and his father has a bit of problem so he can't spent as much as time with his son as his son likes.::rcs0411@yahoo.com",105,United States; France,us; fr,en,Color,1.85 : 1,Dolby Digital; SDDS,Argentina:Atp; Australia:PG; Canada:PG::(Manitoba/Nova Scotia/Ontario); Canada:G::(Quebec); Finland:S; France:Tous publics; Germany:6::(w); Iceland:L; Italy:T; Japan:G; Netherlands:AL; New Zealand:PG; Norway:7::(cinema rating); Portugal:M/6; Singapore:PG; South Korea:All; Spain:T; Sweden:7; United Kingdom:PG; United States:PG,07 Mar 1997 (USA),5.2,22933,"https://m.media-amazon.com/images/M/MV5BM2Q4MjNjNmYtOGYyZS00OGUzLWI4OTQtZjI0NmFiZTUyZDAwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SY150_CR0,0,101,150_.jpg",0119432,English,Jungle 2 Jungle,1997,movie
Howard the Duck (1986),"A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.::Kenneth Chisholm; A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...::Tom Zoerner <Tom.Zoerner@informatik.uni-erlangen.de>; Howard, a duck the size of a human child, is accidentally brought to Earth through a laser beam in an experiment being performed by a Cleveland physicist Dr. Walter Jenning, and his assistant Phil Blumburtt. Howard ends up in Cleveland, where he rescues singer Beverly Switzer from a group of thugs. Beverly and Phil are friends, and when the government is told about Howard, she helps Phil and Dr. Jenning hide Howard from the authorities until they can get him back home -- but then an evil being arrives through the laser beam and takes possession of Dr. Jenning's body, putting Howard, Beverly, and Phil in a fight for their lives.::Todd Baldridge; The story begins when Howard, a sarcastic humanoid duck from outer space, is somehow pulled from his home world to Cleveland where he meets and quickly befriends with Beverly Switzler, a lead singer where they must stop an alien invader known as the Dark Overlord at all costs.::Anthony Pereyra (hypersonic91@yahoo.com)",110,United States,us,en,Color,1.85 : 1,70 mm 6-Track::(70 mm prints); Dolby Stereo::(35 mm prints),"Australia:PG; Brazil:14; Canada:PG::(Manitoba); Canada:14::(Nova Scotia); Canada:AA::(Ontario); Canada:G::(Québec); Finland:K-12; France:Tous Public; Germany:16; Iceland:12; India:U; Ireland:12; Italy:T; Japan:G; Netherlands:6; New Zealand:PG; Portugal:M/6; Russia:12+; South Korea:12; Spain:T; Sweden:15; United Kingdom:12::(DVD rating); United Kingdom:PG; United States:TV-PG::(LV, TV Rating.); United States:PG; West Germany:12",01 Aug 1986 (USA),4.7,43482,"https://m.media-amazon.com/images/M/MV5BZWQ5Y2FmMmItZjYzNC00Yzc5LWE0ZjYtMTI4YTA1ZGJkZjgyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX101_CR0,0,101,150_.jpg",0091225,English,Howard the Duck,1986,movie
She's All That (1999),"A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.::Matt Patay; She's All That is your typical high school prom king and queen story and the run in defending the star status in the upcoming election. High school hottie, Zack Siler is dumped by his prom-queen girlfriend, the equally attractive and extremely popular, Taylor Vaughan who fell for a second-hand world reject TV soap star who she met over the spring break. Having been publicly dumped, Zack defends his discomposure by stating that Taylor is all make-up and wonder-bra and he can make any ordinary girl a prom queen with a similar package. His high-school buddy, Dean Sampson, engages him in a bet following this statement and picks the geeky looking Laney Boggs out of the crowd as the girl Zack must transform into the new prom queen. Zack agrees since he has no option, but as time passes and Laney begins to transform, Zack begins to find her attractive. While all that falls beautifully in place, it's not your typical fairy-tale. Throw in Dean Sampson to complicate the situation, as when he first made the bet he never thought that Zack could rise to the challenge but looking at how Laney has transformed, it looks like Zack could be on a winning streak.::Sofea Shah; Freddie Prinze Jr. stars as a high school hottie who makes a bet with a fellow classmate that he can turn geeky Rachel Leigh Cook into a Prom Queen. Problems arise when hot shot Prinze becomes involved and in love with the transformed Cook.::Buffy <SurferBetty@worldnet.att.net>; High school favourite Zach Siler is dumped by his prom queen shoe-in girlfriend for some slimey TV soap star. On the rebound he takes a bet from his best friend that he can take up with mousey bespectacled Laney Boggs and get her voted prom queen instead. Great friend, impossible task. Though once Laney scraps her glasses, does her hair, and gets into decent rags, Zach finds himself taking rather a lot of notice of her.::Jeremy Perkins {J-26}; A modern-day version of George Bernard Shaw's Pygmalion, where Zack Siler, is a Los Angeles high school hunk who's been dumped by his popular, but mean-spirited, girlfriend Taylor Vaughn for a famous volleyball player. Frustrated, Zack accepts a bet from his friends that he can turn Laney Boggs, a geeky girl into the school's prom queen. Naturally he falls in love with her which leads to other complications from each other's friends and enemies alike.::Matt Patay",95,United States,us,en,Color::(Technicolor),1.85 : 1,DTS; Dolby Digital; SDDS,Argentina:Atp; Australia:M; Belgium:KT/EA; Brazil:12; Canada:PG; Canada:14A::(Alberta); Canada:PG::(Canadian Home Video); Canada:PG::(Ontario); Canada:G::(Ontario); Finland:S; France:Tous publics; Germany:0; Hong Kong:IIA; Iceland:L; India:UA; Italy:T; Netherlands:12; Netherlands:6; Norway:7::(cinema rating); Philippines:PG-13; Portugal:M/12; Singapore:PG; South Korea:15; Spain:T; Sweden:Btl; Switzerland:7::(canton of Geneva); Switzerland:7::(canton of Vaud); United Kingdom:12; United States:PG-13,29 Jan 1999 (USA),5.9,85138,"https://m.media-amazon.com/images/M/MV5BY2Y0N2YyOTQtMGNiYy00ZDViLTgxYmItODkxNzlkMWVjNTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg",0160862,English,She's All That,1999,movie
Hackers (1995),"Hackers are blamed for making a virus that will capsize five oil tankers.; A young boy is arrested by the U.S. Secret Service for writing a computer virus and is banned from using a computer until his 18th birthday. Years later, he and his new-found friends discover a plot to unleash a dangerous computer virus, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.::Wiki",105,United States,us,en; it; ja; ru,Color,2.35 : 1,DTS-Stereo; DTS,Argentina:13; Australia:M; Canada:PG; Denmark:15; France:Tous publics; Germany:12; Iceland:L; India:U; Ireland:15; Italy:T; Netherlands:6; Netherlands:12::(old rating); New Zealand:M; Norway:15::(TV rating); Norway:12::(recommended rating); Portugal:M/12; Russia:12+; Singapore:PG; South Africa:PG; Spain:13; Sweden:15; United Kingdom:12; United States:PG-13,15 Sep 1995 (USA),6.3,65619,"https://m.media-amazon.com/images/M/MV5BNmExMTkyYjItZTg0YS00NWYzLTkwMjItZWJiOWQ2M2ZkYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",0113243,English; Italian; Japanese; Russian,Hackers,1995,movie
Batman & Robin (1997),"Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.::Qrrbirbel; Batman and Robin are back working side-by-side to stop the villains of Gotham City, but is there tension appearing between them, especially when one villainess who calls herself Poison Ivy can make anyone fall in love with her...literally. Along with Poison Ivy, the icy Mr. Freeze is freezing anything which gets in his way from achieving his goal.::FilmFanUk; For quite some time, the Dynamic Duo of Batman and Robin work to continuing the mission of protecting Gotham City from evil forces. But now their relationship is challenged when they must fight the villainous duo of icy Mr Freeze and venemous Poison Ivy who seek to freeze Gotham and repopulate it with mutant plants. At the same time, the heroes must find a way to cure their sick butler Alfred while they also receive some help from new heroine Batgirl.::Blazer346; Mr. Freeze plans on taking Gotham City hostage by freezing the town into a permanent winter. In the meantime, a new seductive villainous, Poison Ivy, has appeared to cause a rift in the partnership of Batman & Robin. While all this is happening, faithful butler Alfred is dying. Mr. Freeze holds the key to save his life. Enter Batgirl to help save the day.::Humberto Amador; New troubles have arisen in Gotham City. First, there's a new super villain in town: Mr. Freeze, a former doctor whose blood is laced with cryogenic liquid, causing him to be cold in look and feeling who plans to freeze Gotham until he gets the money needed to finish finding the cure for a mysterious disease that has stricken his wife. Second, Poison Ivy, a villainess with luscious lips full of venom, has arrived in Gotham with her hulking servant, Bane, with plans to team up with Freeze and prepare the way for genetically enhanced plants. Third, Ivy has caused a rift between the partnership of the Dark Knight and the Boy Wonder. And finally, Alfred, Batman's trusted butler, has developed the same disease that Freeze's wife has. It is in this time of need that a new partner, Batgirl, steps forward to help the two rid the city of evil once more.::Will; The 4th installment on the Batman franchise, this one centers around the villain Mr. Freeze who has gone evil because of the near death of his wife, Lady Fries. Also introducing Poison Ivy, the deadliest plant-lover in the world who will get pissed-off if you ""fool with Mother Nature"". Poison Ivy, whilst controlling the strong, buff villain Bane develops into Mr. Freeze's sidekick while ironically she only causes trouble between The Dark Knight himself and The Boy Wonder. The villains plot to freeze Gotham and to be the only remaining humans on the planet. But Batman and Robin must come together despite their differences and their butler Alfred's deadly illness that only Freeze has the cure for. They find help from heroine, Batgirl while they plan to defeat Freeze, Ivy, and Bane.::Shawn Gilson",125,United States; United Kingdom,us; gb,en,Color,1.85 : 1,DTS; Dolby Digital; SDDS; Dolby Atmos,"Argentina:Atp; Australia:PG; Brazil:Livre; Canada:PG::(Alberta/British Columbia/Manitoba/Nova Scotia/Ontario); Canada:G::(Quebec); Denmark:11; Finland:K-11/9; Finland:K-12/9; Finland:K-12; France:Tous publics; Germany:12; Hong Kong:IIA; Iceland:10; Iceland:12::(video rating); India:U; India:UA; Ireland:PG; Italy:T; Japan:G; Malaysia:U; Mexico:A; Netherlands:12; Netherlands:6; New Zealand:PG; Nigeria:G; Norway:11; Peru:Apt; Portugal:M/12; Saudi Arabia:G; Singapore:PG; South Africa:A; South Korea:All; Spain:7; Sweden:11; United Kingdom:PG; United States:TV-PG::(LV, TV Rating.); United States:PG-13",20 Jun 1997 (USA),3.8,235464,"https://m.media-amazon.com/images/M/MV5BMGQ5YTM1NmMtYmIxYy00N2VmLWJhZTYtN2EwYTY3MWFhOTczXkEyXkFqcGdeQXVyNTA2NTI0MTY@._V1_SX101_CR0,0,101,150_.jpg",0118688,English,Batman & Robin,1997,movie
My Brother the Pig (1999),Being a teen is tough enough for Kathy Cauldwell without having to be the target of her little brother George's constant practical jokes. Then their parents leave for France and George is magically transformed into a pig via some of their nanny Matilda's ancient rocks.::Anonymous,92,United States,us,es; en,Color,,,Australia:PG; Germany:0; Iceland:L; Japan:G; Singapore:PG; Spain:T; United Kingdom:PG; United States:PG,10 Sep 1999 (USA),4.0,1352,"https://m.media-amazon.com/images/M/MV5BMjE0Mzk3NDkyN15BMl5BanBnXkFtZTcwNzg3MDAwMQ@@._V1_SY150_CR2,0,101,150_.jpg",0165396,Spanish; English,My Brother the Pig,1999,movie
Catwoman (2004),"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.::IMDb Editors; Catwoman is the story of shy, sensitive artist Patience Philips, a woman who can't seem to stop apologizing for her own existence. She works as a graphic designer for Hedare Beauty, a mammoth cosmetics company on the verge of releasing a revolutionary anti-aging product. When Patience inadvertently happens upon a dark secret her employer is hiding, she finds herself in the middle of a corporate conspiracy. What happens next changes Patience forever. In a mystical twist of fate, she is transformed into a woman with the strength, speed, agility and ultra-keen senses of a cat. With her newfound prowess and feline intuition, Patience becomes Catwoman, a sleek and stealthy creature balancing on the thin line between good and bad. Like any wildcat, she's dangerous, elusive and untamed. Her adventures are complicated by a burgeoning relationship with Tom Lone, a cop who has fallen for Patience but cannot shake his fascination with the mysterious Catwoman, who appears to be responsible for a string of crime sprees plaguing the city.::Austin4577@aol.com",104,United States,us,en; es,Color,2.35 : 1,DTS; Dolby Digital; SDDS,"Argentina:13; Australia:M; Austria:6; Brazil:10; Canada:PG::(Ontario); Chile:TE; Denmark:11; Finland:K-11; France:Tous publics; Germany:12; Iceland:10; Iceland:12::(video rating); Ireland:12; Ireland:12PG; Italy:T; Japan:G; Malaysia:U; Mexico:B; Netherlands:12; Norway:11; Peru:Apt; Philippines:G; Portugal:M/12; Russia:12+; Singapore:PG; South Africa:PG; South Korea:12; Spain:13; Sweden:11; Switzerland:12::(canton of Geneva); Switzerland:12::(canton of Vaud); United Kingdom:12A; United States:TV-14::(SV, TV Rating.); United States:PG-13",23 Jul 2004 (USA),3.4,111635,"https://m.media-amazon.com/images/M/MV5BMjA4MzM0NDAzOF5BMl5BanBnXkFtZTcwMDY3MDYyMQ@@._V1_SY150_CR0,0,101,150_.jpg",0327554,English; Spanish,Catwoman,2004,movie
